age,job,marital,education,default,housing,loan
49,technician,married,professional.course,no,yes,no
38,technician,married,professional.course,no,yes,yes
39,services,divorced,high.school,no,yes,no
50,blue-collar,married,basic.4y,unknown,no,yes
58,blue-collar,married,unknown,no,yes,no
46,blue-collar,married,basic.6y,no,yes,no
46,housemaid,married,high.school,unknown,no,no
40,technician,married,professional.course,no,no,no
36,admin.,married,high.school,no,no,no
53,self-employed,married,basic.4y,no,no,no
32,technician,married,unknown,unknown,no,no
42,admin.,divorced,university.degree,no,no,no
39,services,married,high.school,unknown,yes,no
39,services,married,high.school,no,no,yes
53,blue-collar,married,basic.4y,unknown,no,no
34,blue-collar,single,basic.9y,no,no,no
39,services,married,high.school,unknown,yes,yes
50,blue-collar,married,basic.9y,unknown,yes,yes
40,admin.,married,high.school,no,no,no
56,technician,married,professional.course,unknown,no,no
41,technician,married,professional.course,no,unknown,unknown
46,blue-collar,married,basic.9y,no,no,yes
36,blue-collar,married,unknown,unknown,no,no
42,blue-collar,married,unknown,unknown,yes,yes
38,technician,married,professional.course,unknown,yes,no
30,services,divorced,basic.9y,no,yes,no
42,technician,married,basic.9y,no,no,no
38,technician,married,professional.course,no,no,no
31,services,married,high.school,unknown,no,no
45,management,married,unknown,unknown,no,no
33,blue-collar,married,basic.9y,no,no,no
36,admin.,married,university.degree,unknown,yes,no
41,services,married,high.school,unknown,yes,no
31,admin.,married,high.school,unknown,no,no
36,admin.,married,high.school,no,yes,yes
21,admin.,single,basic.9y,no,yes,yes
29,admin.,married,high.school,no,yes,no
53,management,married,university.degree,unknown,yes,no
39,blue-collar,married,basic.6y,no,no,yes
31,blue-collar,single,basic.9y,no,yes,no
44,admin.,divorced,university.degree,unknown,yes,yes
38,admin.,single,basic.6y,unknown,no,no
47,entrepreneur,married,unknown,unknown,no,no
36,blue-collar,married,basic.9y,no,no,no
27,blue-collar,single,basic.9y,no,no,no
45,blue-collar,married,basic.9y,unknown,no,no
34,blue-collar,married,basic.4y,no,no,no
50,blue-collar,married,basic.4y,unknown,no,no
40,blue-collar,married,basic.4y,no,no,no
36,admin.,divorced,high.school,no,yes,yes
40,admin.,married,university.degree,no,yes,no
53,blue-collar,married,basic.4y,no,no,no
40,admin.,divorced,university.degree,no,yes,no
25,blue-collar,married,basic.9y,no,no,no
42,admin.,married,university.degree,unknown,no,no
47,admin.,divorced,professional.course,unknown,no,no
46,admin.,divorced,university.degree,no,no,no
35,technician,married,professional.course,no,no,no
45,blue-collar,married,basic.6y,unknown,no,no
43,technician,married,professional.course,no,no,no
58,admin.,divorced,basic.9y,unknown,no,no
43,admin.,married,high.school,no,yes,no
33,blue-collar,single,basic.9y,no,yes,no
38,blue-collar,divorced,unknown,unknown,unknown,unknown
32,unknown,unknown,university.degree,no,yes,yes
49,technician,married,professional.course,no,yes,no
36,services,single,unknown,no,no,no
35,admin.,married,high.school,no,no,no
45,blue-collar,married,basic.9y,unknown,no,no
36,admin.,divorced,high.school,no,no,no
45,services,married,basic.9y,no,yes,no
34,services,married,high.school,unknown,yes,no
54,management,married,high.school,unknown,yes,no
35,services,single,basic.4y,no,yes,no
30,admin.,married,university.degree,no,no,yes
40,services,married,high.school,no,no,no
31,blue-collar,married,basic.6y,no,yes,no
52,technician,married,basic.9y,unknown,no,no
46,admin.,married,basic.4y,no,no,no
27,admin.,married,high.school,unknown,no,yes
39,unemployed,married,professional.course,no,no,yes
59,technician,married,university.degree,unknown,no,no
39,admin.,single,unknown,no,no,no
55,retired,divorced,professional.course,no,no,no
43,unknown,married,university.degree,no,no,no
42,self-employed,married,high.school,no,no,no
42,admin.,single,university.degree,no,no,no
56,management,married,unknown,no,yes,no
45,services,married,high.school,no,yes,no
38,blue-collar,single,basic.9y,no,no,yes
49,blue-collar,married,basic.9y,no,no,no
57,blue-collar,divorced,basic.4y,unknown,yes,no
51,admin.,married,basic.6y,unknown,no,no
31,technician,divorced,basic.9y,no,no,no
52,management,married,university.degree,unknown,yes,no
57,retired,married,university.degree,no,yes,no
47,blue-collar,married,basic.9y,no,yes,no
42,blue-collar,married,basic.6y,no,yes,no
35,blue-collar,single,unknown,no,yes,no
31,admin.,single,university.degree,no,yes,no
43,technician,single,university.degree,no,no,no
44,blue-collar,married,basic.6y,unknown,yes,no
59,entrepreneur,divorced,high.school,unknown,no,no
57,blue-collar,married,unknown,unknown,yes,no
41,blue-collar,married,high.school,unknown,yes,no
32,services,married,high.school,no,no,no
33,blue-collar,single,basic.4y,no,no,no
54,entrepreneur,married,basic.6y,unknown,no,no
22,blue-collar,single,basic.9y,no,yes,no
36,management,married,university.degree,unknown,no,no
56,retired,married,high.school,unknown,no,no
41,management,married,high.school,no,no,yes
46,blue-collar,married,professional.course,unknown,no,yes
60,admin.,single,high.school,no,no,yes
50,services,married,high.school,no,no,no
49,entrepreneur,married,basic.4y,unknown,yes,yes
47,admin.,married,university.degree,unknown,no,yes
34,services,married,high.school,unknown,no,no
49,admin.,married,university.degree,unknown,no,no
30,blue-collar,single,high.school,no,yes,no
35,blue-collar,divorced,high.school,unknown,yes,no
40,entrepreneur,married,basic.9y,unknown,yes,yes
42,housemaid,married,high.school,no,no,no
45,blue-collar,single,basic.9y,no,yes,yes
40,blue-collar,married,basic.9y,no,yes,no
32,entrepreneur,single,university.degree,unknown,yes,no
41,services,married,basic.9y,no,yes,no
57,blue-collar,divorced,professional.course,no,yes,no
34,services,married,high.school,no,no,no
40,management,married,university.degree,no,no,yes
44,blue-collar,married,basic.4y,unknown,no,no
51,blue-collar,married,basic.9y,unknown,unknown,unknown
42,technician,married,basic.9y,no,no,no
32,technician,divorced,high.school,no,yes,no
33,blue-collar,married,basic.9y,no,yes,no
43,blue-collar,married,basic.4y,unknown,yes,yes
28,blue-collar,married,basic.6y,unknown,yes,no
37,services,married,high.school,no,yes,no
37,services,single,high.school,no,yes,no
41,housemaid,married,basic.9y,unknown,yes,no
37,admin.,married,university.degree,no,no,no
42,blue-collar,married,unknown,no,yes,no
60,services,married,unknown,no,no,no
28,admin.,single,university.degree,no,yes,no
45,housemaid,divorced,university.degree,no,no,no
34,blue-collar,married,basic.6y,unknown,yes,no
52,technician,married,high.school,no,yes,no
33,admin.,married,university.degree,no,no,no
43,entrepreneur,married,university.degree,no,no,no
41,management,married,university.degree,no,yes,no
31,technician,married,professional.course,no,no,no
48,entrepreneur,married,basic.9y,unknown,yes,no
47,services,married,high.school,unknown,no,no
38,admin.,married,basic.9y,unknown,yes,no
51,unemployed,married,professional.course,no,no,no
49,admin.,married,university.degree,unknown,yes,no
31,entrepreneur,married,basic.9y,no,no,no
45,self-employed,married,basic.4y,unknown,yes,no
41,blue-collar,married,basic.6y,no,no,no
51,retired,married,basic.9y,no,no,no
46,admin.,divorced,university.degree,unknown,no,no
48,self-employed,married,university.degree,unknown,no,no
51,retired,married,basic.9y,no,yes,no
44,services,married,high.school,no,unknown,unknown
30,services,married,high.school,no,yes,no
35,blue-collar,divorced,basic.9y,no,no,yes
35,unemployed,married,university.degree,no,no,no
57,technician,married,basic.9y,no,yes,no
38,admin.,married,university.degree,no,yes,no
36,self-employed,married,basic.6y,unknown,yes,yes
30,admin.,single,university.degree,no,no,no
37,services,married,high.school,unknown,no,yes
31,technician,divorced,basic.9y,no,no,no
37,admin.,married,high.school,no,yes,yes
31,blue-collar,unknown,unknown,unknown,no,no
38,technician,married,professional.course,no,unknown,unknown
29,student,single,university.degree,no,yes,no
36,services,married,high.school,no,unknown,unknown
41,management,married,basic.9y,no,yes,no
32,student,single,high.school,unknown,yes,no
42,blue-collar,married,basic.4y,unknown,yes,no
27,blue-collar,married,basic.9y,no,yes,no
34,technician,married,professional.course,no,no,no
44,management,married,university.degree,no,yes,no
42,services,married,professional.course,no,no,no
29,services,divorced,high.school,no,yes,no
40,blue-collar,married,basic.6y,unknown,no,no
57,retired,single,professional.course,no,no,no
42,blue-collar,married,basic.9y,unknown,yes,no
50,admin.,married,basic.9y,no,yes,yes
58,retired,married,basic.4y,no,yes,no
34,technician,married,professional.course,no,yes,no
40,admin.,single,university.degree,no,no,no
46,management,married,basic.9y,no,yes,yes
33,admin.,married,high.school,no,yes,no
42,retired,married,basic.9y,unknown,no,no
27,blue-collar,married,basic.6y,no,no,no
41,management,single,high.school,no,no,no
39,admin.,married,professional.course,no,yes,no
58,retired,married,basic.4y,unknown,no,no
31,blue-collar,married,basic.9y,no,no,no
48,blue-collar,divorced,professional.course,no,yes,no
45,housemaid,married,professional.course,unknown,no,no
30,self-employed,married,professional.course,no,no,no
58,management,married,basic.4y,no,no,no
39,blue-collar,single,basic.9y,no,no,no
41,technician,married,professional.course,no,no,no
44,blue-collar,married,basic.4y,no,no,no
47,blue-collar,married,basic.9y,no,no,no
32,admin.,married,university.degree,no,no,yes
39,management,single,basic.9y,unknown,yes,no
45,blue-collar,married,basic.4y,unknown,no,no
33,management,married,professional.course,no,no,no
27,blue-collar,married,basic.9y,unknown,yes,no
57,retired,married,basic.4y,no,yes,yes
32,blue-collar,married,basic.9y,no,yes,no
33,blue-collar,divorced,basic.9y,no,no,no
57,self-employed,married,unknown,unknown,no,yes
34,blue-collar,married,basic.4y,no,no,yes
58,unemployed,married,basic.4y,unknown,no,no
50,admin.,single,university.degree,no,yes,no
44,blue-collar,married,basic.9y,no,yes,yes
48,blue-collar,married,professional.course,no,yes,no
56,retired,divorced,high.school,no,yes,no
42,blue-collar,married,basic.6y,no,yes,yes
37,blue-collar,married,high.school,unknown,no,no
29,technician,married,professional.course,no,no,no
32,services,married,professional.course,no,yes,no
40,admin.,single,high.school,no,no,no
39,management,married,high.school,no,yes,yes
34,services,married,basic.6y,unknown,yes,no
50,housemaid,divorced,basic.4y,unknown,yes,yes
28,blue-collar,single,basic.4y,no,no,no
43,housemaid,married,basic.4y,no,unknown,unknown
27,admin.,married,high.school,no,yes,no
38,services,married,basic.9y,no,unknown,unknown
37,technician,married,professional.course,no,yes,no
39,admin.,married,basic.6y,unknown,yes,yes
36,technician,divorced,university.degree,unknown,yes,no
43,services,married,high.school,no,no,no
55,technician,married,basic.9y,unknown,yes,yes
35,admin.,married,university.degree,no,no,no
27,blue-collar,married,basic.6y,unknown,unknown,unknown
51,entrepreneur,married,basic.4y,no,no,no
34,housemaid,married,high.school,no,no,no
28,technician,married,professional.course,no,yes,no
50,blue-collar,married,basic.6y,unknown,no,no
26,blue-collar,married,basic.4y,no,yes,yes
50,admin.,married,basic.9y,unknown,yes,yes
52,blue-collar,married,basic.4y,unknown,no,no
52,blue-collar,married,basic.9y,no,yes,yes
45,admin.,married,high.school,no,no,no
37,blue-collar,married,unknown,no,no,no
43,technician,married,basic.9y,unknown,yes,no
46,admin.,married,high.school,no,yes,no
45,unemployed,married,university.degree,no,no,no
31,technician,married,professional.course,no,yes,no
39,blue-collar,married,professional.course,unknown,no,no
55,admin.,divorced,university.degree,no,no,no
55,admin.,married,high.school,no,no,no
27,technician,single,university.degree,no,yes,no
38,self-employed,single,university.degree,no,unknown,unknown
24,student,married,university.degree,no,no,no
36,services,married,high.school,no,no,no
44,admin.,married,basic.4y,unknown,yes,yes
33,blue-collar,single,basic.9y,no,no,no
30,technician,married,university.degree,no,no,no
28,self-employed,single,basic.9y,no,no,no
60,admin.,married,university.degree,unknown,no,no
38,technician,single,university.degree,no,yes,no
42,admin.,married,basic.9y,no,yes,yes
35,blue-collar,married,high.school,no,yes,yes
53,retired,married,high.school,unknown,no,no
24,admin.,single,high.school,no,no,no
35,admin.,divorced,university.degree,no,no,no
25,admin.,single,high.school,no,no,no
59,entrepreneur,married,university.degree,unknown,yes,yes
48,blue-collar,married,basic.4y,unknown,no,no
56,admin.,married,basic.9y,no,no,no
43,technician,married,unknown,no,yes,no
32,entrepreneur,married,basic.6y,no,no,no
27,blue-collar,married,basic.9y,no,yes,yes
34,management,single,basic.9y,no,no,no
31,blue-collar,divorced,professional.course,no,yes,no
37,unemployed,married,high.school,no,no,no
29,services,married,high.school,no,no,no
35,technician,married,university.degree,no,yes,no
57,technician,divorced,unknown,no,no,no
43,services,married,professional.course,no,yes,no
49,admin.,single,high.school,no,no,no
50,technician,married,basic.6y,no,yes,no
33,technician,married,university.degree,unknown,yes,no
34,blue-collar,married,basic.9y,no,yes,no
24,services,single,high.school,no,no,no
43,blue-collar,married,basic.4y,unknown,yes,no
44,admin.,married,university.degree,no,no,no
37,technician,married,professional.course,no,yes,no
39,blue-collar,married,basic.9y,no,yes,no
33,admin.,single,professional.course,no,no,no
46,blue-collar,married,basic.4y,unknown,yes,no
39,blue-collar,married,basic.9y,no,yes,no
28,admin.,single,university.degree,no,yes,no
25,technician,single,professional.course,no,yes,yes
39,services,married,high.school,no,no,no
31,blue-collar,married,basic.9y,no,no,no
32,admin.,single,high.school,no,no,no
32,services,married,high.school,unknown,no,yes
41,admin.,married,unknown,unknown,no,no
22,blue-collar,married,basic.4y,no,unknown,unknown
39,housemaid,married,basic.9y,no,no,no
29,admin.,single,high.school,no,no,no
50,technician,married,professional.course,unknown,yes,no
46,housemaid,married,basic.9y,no,no,no
39,housemaid,married,basic.4y,no,yes,no
55,services,divorced,basic.4y,unknown,yes,no
43,admin.,married,university.degree,no,no,no
42,services,married,high.school,unknown,yes,no
41,blue-collar,married,basic.6y,unknown,yes,no
31,technician,single,university.degree,no,no,no
56,blue-collar,married,basic.4y,unknown,yes,no
40,blue-collar,married,basic.4y,unknown,yes,no
46,management,married,basic.9y,no,yes,no
56,admin.,divorced,high.school,no,yes,no
42,blue-collar,divorced,basic.4y,no,no,no
41,admin.,single,high.school,no,yes,no
41,technician,divorced,basic.4y,no,yes,no
53,admin.,married,university.degree,no,no,yes
33,housemaid,married,basic.4y,no,unknown,unknown
25,services,single,high.school,no,no,no
42,admin.,married,high.school,no,no,no
34,services,married,high.school,unknown,yes,yes
41,technician,divorced,basic.4y,no,yes,no
38,admin.,married,high.school,no,no,no
31,technician,single,high.school,no,no,yes
46,services,married,professional.course,no,yes,no
58,retired,married,university.degree,no,no,no
39,services,married,high.school,no,no,yes
54,blue-collar,married,basic.9y,unknown,yes,no
31,admin.,divorced,university.degree,no,yes,no
40,services,single,high.school,no,yes,yes
56,retired,divorced,basic.4y,no,no,no
41,admin.,married,university.degree,no,no,no
33,admin.,divorced,high.school,no,no,no
55,technician,married,high.school,no,yes,no
33,admin.,divorced,high.school,no,no,no
48,admin.,divorced,high.school,no,no,no
28,blue-collar,married,basic.6y,unknown,yes,no
39,unemployed,married,university.degree,no,no,no
42,admin.,single,basic.9y,unknown,no,yes
60,housemaid,married,high.school,unknown,yes,no
35,technician,married,basic.9y,no,no,no
45,admin.,married,university.degree,no,yes,yes
36,blue-collar,married,basic.6y,no,yes,no
33,unemployed,married,basic.9y,no,yes,no
54,management,divorced,basic.6y,unknown,yes,no
49,housemaid,married,basic.4y,unknown,no,yes
46,housemaid,married,basic.4y,no,no,no
32,management,single,university.degree,no,no,no
42,blue-collar,divorced,basic.4y,no,no,no
37,blue-collar,married,basic.6y,no,no,no
35,technician,married,university.degree,no,no,no
47,blue-collar,married,basic.6y,no,no,no
33,technician,married,professional.course,no,yes,no
38,blue-collar,married,basic.9y,no,yes,yes
39,housemaid,married,university.degree,no,no,no
55,admin.,married,high.school,no,yes,no
35,services,married,high.school,no,yes,no
55,admin.,married,high.school,no,yes,no
33,blue-collar,married,basic.6y,unknown,no,no
32,blue-collar,married,basic.9y,unknown,yes,no
32,blue-collar,married,basic.9y,no,yes,no
32,blue-collar,divorced,basic.9y,no,no,no
42,admin.,single,university.degree,no,yes,yes
38,blue-collar,married,high.school,unknown,yes,no
56,self-employed,married,basic.4y,no,no,no
55,admin.,married,high.school,no,yes,yes
33,technician,married,professional.course,no,yes,yes
45,admin.,single,high.school,unknown,yes,yes
58,management,married,university.degree,unknown,no,no
46,self-employed,married,university.degree,no,yes,yes
33,management,married,university.degree,no,yes,no
50,self-employed,married,basic.4y,unknown,no,yes
56,blue-collar,married,basic.4y,unknown,no,no
33,blue-collar,married,basic.4y,unknown,yes,yes
26,admin.,married,university.degree,no,yes,yes
49,housemaid,single,high.school,unknown,yes,no
36,services,married,high.school,no,yes,yes
52,self-employed,single,university.degree,unknown,no,no
49,blue-collar,married,basic.9y,unknown,no,yes
49,blue-collar,married,basic.4y,unknown,no,no
28,admin.,single,high.school,no,no,no
36,services,married,high.school,no,no,no
45,admin.,single,professional.course,no,yes,no
41,technician,married,university.degree,no,no,no
49,admin.,married,high.school,unknown,no,no
31,services,married,professional.course,no,no,no
32,technician,married,professional.course,no,no,no
59,retired,married,professional.course,unknown,no,no
25,services,divorced,high.school,no,yes,yes
22,services,single,basic.4y,no,no,no
43,blue-collar,married,basic.9y,no,no,no
35,blue-collar,married,basic.9y,no,yes,no
60,entrepreneur,married,basic.4y,no,yes,no
40,admin.,married,university.degree,no,no,no
37,unemployed,married,professional.course,no,yes,no
37,technician,married,university.degree,no,yes,yes
36,technician,single,university.degree,no,no,no
35,blue-collar,married,basic.9y,no,yes,no
43,entrepreneur,married,basic.9y,no,yes,no
39,housemaid,married,basic.9y,no,yes,no
56,blue-collar,married,unknown,unknown,yes,no
37,services,single,high.school,no,no,no
38,blue-collar,married,professional.course,no,no,no
37,technician,single,university.degree,no,no,no
54,blue-collar,married,basic.9y,unknown,no,no
53,retired,married,high.school,unknown,no,no
38,services,married,basic.9y,no,no,no
47,technician,single,professional.course,unknown,no,no
33,management,married,high.school,unknown,no,no
39,blue-collar,married,basic.4y,unknown,yes,no
36,technician,single,professional.course,unknown,no,no
35,blue-collar,married,basic.9y,no,no,no
40,admin.,married,university.degree,unknown,yes,yes
55,admin.,single,university.degree,unknown,yes,yes
37,blue-collar,married,basic.4y,no,yes,no
53,blue-collar,married,basic.9y,unknown,no,no
36,admin.,married,high.school,no,unknown,unknown
32,blue-collar,married,basic.9y,no,no,no
42,admin.,married,high.school,no,yes,no
52,management,married,university.degree,no,yes,no
33,services,married,high.school,no,no,yes
51,admin.,married,professional.course,unknown,no,no
32,management,single,university.degree,no,yes,no
33,technician,divorced,professional.course,no,yes,no
34,services,married,high.school,no,no,no
34,services,married,high.school,no,no,no
55,admin.,divorced,university.degree,no,yes,no
33,management,married,high.school,unknown,yes,no
34,blue-collar,married,basic.9y,no,yes,yes
52,services,married,university.degree,no,yes,no
55,technician,married,basic.9y,unknown,yes,no
45,blue-collar,married,basic.4y,unknown,yes,no
34,blue-collar,married,basic.9y,unknown,yes,yes
53,self-employed,married,university.degree,no,yes,no
43,admin.,married,university.degree,no,no,no
33,management,married,basic.9y,no,yes,no
39,blue-collar,married,basic.9y,no,no,no
29,blue-collar,married,basic.9y,unknown,yes,no
35,self-employed,married,basic.9y,no,yes,no
45,blue-collar,married,basic.4y,no,yes,no
35,blue-collar,married,basic.9y,no,yes,no
37,technician,single,university.degree,no,no,no
38,blue-collar,married,basic.6y,unknown,no,no
35,retired,married,professional.course,no,no,no
36,technician,married,university.degree,no,no,no
30,blue-collar,married,basic.4y,no,no,no
53,entrepreneur,single,basic.9y,no,no,no
30,admin.,single,university.degree,no,no,no
41,blue-collar,married,basic.4y,unknown,no,no
40,blue-collar,married,basic.9y,unknown,no,no
36,technician,married,university.degree,no,no,no
36,management,married,high.school,no,no,no
44,services,divorced,high.school,unknown,no,no
56,retired,married,high.school,unknown,no,no
38,management,married,university.degree,no,yes,no
35,blue-collar,married,professional.course,no,yes,yes
35,management,married,university.degree,no,no,yes
28,management,married,high.school,unknown,yes,no
43,housemaid,married,basic.4y,unknown,no,yes
30,entrepreneur,married,professional.course,no,no,no
36,student,single,university.degree,unknown,yes,no
40,blue-collar,married,basic.9y,no,yes,yes
35,technician,single,university.degree,no,yes,no
27,admin.,single,basic.9y,no,yes,yes
42,technician,divorced,basic.9y,no,no,no
49,blue-collar,married,basic.6y,no,yes,no
38,technician,married,professional.course,no,yes,yes
31,admin.,married,high.school,no,yes,no
57,retired,married,basic.4y,no,no,no
29,blue-collar,single,basic.6y,no,no,no
36,management,married,university.degree,no,yes,no
55,retired,divorced,high.school,unknown,yes,no
30,services,single,high.school,no,yes,no
32,blue-collar,married,basic.9y,unknown,no,no
49,blue-collar,married,basic.4y,unknown,yes,no
48,admin.,married,university.degree,no,yes,no
30,blue-collar,single,basic.4y,no,no,no
53,retired,divorced,high.school,no,yes,no
40,housemaid,single,university.degree,no,no,yes
31,blue-collar,married,basic.6y,no,no,yes
60,technician,divorced,professional.course,unknown,yes,no
45,blue-collar,married,basic.9y,no,no,no
56,management,married,university.degree,no,yes,no
31,blue-collar,married,basic.4y,no,no,no
56,management,married,university.degree,no,yes,yes
60,entrepreneur,married,basic.4y,no,no,yes
34,blue-collar,married,basic.9y,no,no,no
56,management,married,university.degree,no,no,yes
33,blue-collar,married,basic.6y,unknown,no,no
29,admin.,single,high.school,no,no,no
49,blue-collar,married,basic.4y,unknown,yes,no
53,admin.,married,basic.9y,no,no,no
49,entrepreneur,married,high.school,unknown,no,no
43,blue-collar,single,professional.course,no,no,no
38,blue-collar,single,basic.4y,no,no,no
48,blue-collar,married,basic.4y,no,yes,no
43,admin.,married,high.school,no,no,no
30,blue-collar,married,basic.9y,no,no,no
31,technician,married,professional.course,no,no,no
37,services,married,high.school,unknown,no,no
42,blue-collar,married,basic.4y,unknown,yes,no
59,retired,married,high.school,unknown,no,no
42,admin.,single,unknown,unknown,yes,yes
36,admin.,single,professional.course,no,yes,yes
41,blue-collar,divorced,basic.6y,no,yes,yes
44,services,married,high.school,no,no,no
40,admin.,married,university.degree,no,yes,yes
39,services,married,high.school,no,no,no
40,admin.,divorced,professional.course,no,no,no
33,blue-collar,married,professional.course,no,yes,no
57,services,divorced,high.school,no,yes,yes
31,admin.,married,high.school,no,yes,yes
57,housemaid,married,basic.4y,no,no,yes
48,blue-collar,married,basic.4y,no,yes,no
52,technician,married,high.school,unknown,no,no
37,blue-collar,single,unknown,unknown,no,no
42,technician,married,university.degree,unknown,no,no
33,admin.,single,high.school,no,no,no
36,services,single,high.school,unknown,no,no
57,management,married,basic.9y,unknown,yes,no
51,blue-collar,married,basic.9y,no,yes,yes
43,admin.,married,high.school,no,yes,no
55,admin.,single,university.degree,no,yes,no
41,blue-collar,married,basic.9y,unknown,yes,yes
27,admin.,single,high.school,unknown,yes,no
37,management,married,university.degree,unknown,no,no
37,blue-collar,married,basic.4y,no,no,no
40,admin.,single,high.school,no,yes,no
28,unknown,single,basic.9y,unknown,yes,no
31,management,married,basic.9y,no,no,yes
32,services,married,high.school,no,yes,yes
32,services,married,high.school,no,yes,yes
35,housemaid,married,high.school,no,no,no
36,technician,divorced,professional.course,no,yes,no
31,admin.,married,high.school,no,no,no
38,blue-collar,married,basic.9y,unknown,yes,no
46,blue-collar,divorced,basic.9y,no,no,no
39,self-employed,married,university.degree,no,no,no
58,management,single,professional.course,no,no,no
44,technician,divorced,professional.course,no,no,no
33,admin.,married,university.degree,no,yes,no
24,services,single,high.school,no,no,no
33,technician,married,professional.course,no,yes,no
44,admin.,married,high.school,no,no,no
30,housemaid,married,high.school,no,yes,no
36,unemployed,single,basic.4y,unknown,yes,no
24,services,single,high.school,no,unknown,unknown
32,technician,married,professional.course,no,yes,no
33,admin.,married,high.school,no,no,no
58,management,married,basic.9y,no,yes,no
42,blue-collar,divorced,basic.9y,no,yes,no
40,blue-collar,married,basic.9y,unknown,no,no
29,blue-collar,married,basic.9y,no,yes,no
52,retired,divorced,basic.4y,no,yes,yes
36,technician,married,university.degree,no,yes,no
29,blue-collar,married,basic.9y,no,no,no
46,entrepreneur,married,professional.course,no,yes,no
58,blue-collar,married,high.school,no,yes,no
45,blue-collar,married,basic.9y,unknown,no,no
53,unknown,married,high.school,unknown,yes,no
57,technician,married,high.school,no,no,no
46,housemaid,married,basic.4y,no,no,no
40,technician,married,professional.course,unknown,no,no
37,admin.,divorced,high.school,unknown,yes,yes
31,technician,married,professional.course,no,unknown,unknown
29,blue-collar,married,high.school,no,yes,yes
33,admin.,married,university.degree,no,yes,no
35,technician,married,professional.course,no,no,no
47,admin.,married,university.degree,no,yes,no
26,blue-collar,single,basic.4y,no,yes,yes
34,blue-collar,married,professional.course,no,yes,no
38,admin.,married,university.degree,no,no,no
46,admin.,divorced,university.degree,no,yes,no
26,blue-collar,single,basic.4y,no,yes,yes
30,blue-collar,married,high.school,no,yes,no
35,blue-collar,married,basic.9y,unknown,no,no
40,services,divorced,high.school,no,no,no
30,blue-collar,married,basic.9y,no,no,no
30,technician,married,professional.course,no,yes,no
35,technician,married,university.degree,unknown,no,no
36,blue-collar,married,basic.9y,unknown,yes,no
27,blue-collar,single,high.school,no,no,no
32,technician,single,university.degree,unknown,no,no
26,services,divorced,basic.6y,no,yes,no
43,admin.,married,high.school,no,unknown,unknown
30,management,married,university.degree,no,unknown,unknown
33,technician,single,university.degree,no,no,no
50,unemployed,married,high.school,no,no,yes
38,technician,married,professional.course,no,no,no
36,unknown,single,basic.6y,unknown,yes,no
25,blue-collar,single,basic.4y,no,yes,no
35,technician,married,high.school,no,no,no
42,self-employed,married,university.degree,no,no,no
55,retired,married,basic.4y,unknown,yes,no
29,technician,single,university.degree,no,no,no
29,admin.,single,basic.9y,unknown,no,no
38,blue-collar,married,professional.course,no,yes,no
45,blue-collar,divorced,basic.9y,no,yes,no
30,admin.,married,university.degree,no,no,no
58,admin.,divorced,university.degree,no,yes,no
51,entrepreneur,married,basic.4y,unknown,yes,no
39,technician,divorced,professional.course,no,no,no
44,unemployed,divorced,high.school,unknown,yes,no
25,blue-collar,married,basic.9y,unknown,yes,no
30,management,single,university.degree,no,yes,no
46,admin.,married,high.school,no,yes,no
34,blue-collar,married,basic.6y,unknown,yes,no
57,management,married,basic.9y,no,no,no
47,blue-collar,divorced,basic.9y,unknown,no,no
45,admin.,divorced,university.degree,no,no,no
36,technician,married,basic.9y,no,no,no
45,blue-collar,divorced,basic.9y,no,no,no
56,entrepreneur,married,university.degree,no,no,yes
28,blue-collar,single,basic.6y,no,no,no
30,admin.,single,high.school,no,no,no
49,housemaid,divorced,basic.6y,no,yes,no
44,technician,married,high.school,unknown,yes,no
60,retired,married,professional.course,unknown,no,no
26,admin.,married,basic.9y,no,yes,no
38,technician,married,professional.course,no,no,no
58,technician,married,professional.course,unknown,no,no
29,admin.,single,basic.9y,unknown,yes,no
49,technician,divorced,university.degree,unknown,yes,yes
48,management,married,university.degree,no,unknown,unknown
37,self-employed,married,high.school,no,no,yes
30,technician,married,university.degree,unknown,yes,no
27,blue-collar,married,basic.9y,unknown,no,no
57,services,divorced,high.school,no,yes,no
38,technician,single,professional.course,unknown,no,no
42,blue-collar,divorced,basic.9y,no,no,no
52,services,married,high.school,no,no,no
55,admin.,married,university.degree,unknown,yes,yes
41,technician,married,professional.course,no,yes,no
38,admin.,married,high.school,no,no,no
45,services,divorced,high.school,no,no,no
57,services,divorced,high.school,no,yes,no
53,blue-collar,married,basic.4y,unknown,no,no
32,blue-collar,divorced,basic.9y,no,no,no
34,services,married,high.school,unknown,yes,no
43,management,married,university.degree,no,no,no
31,admin.,married,high.school,no,no,no
24,unemployed,single,university.degree,no,no,no
53,self-employed,married,university.degree,no,yes,no
32,services,married,high.school,unknown,yes,no
40,blue-collar,married,basic.9y,unknown,yes,no
53,admin.,single,university.degree,unknown,yes,no
31,technician,married,high.school,no,yes,no
36,services,single,basic.6y,unknown,yes,yes
56,admin.,married,university.degree,unknown,no,no
42,blue-collar,divorced,basic.4y,no,yes,no
49,blue-collar,married,basic.9y,no,yes,no
32,admin.,single,university.degree,no,yes,no
47,admin.,married,high.school,no,no,no
34,blue-collar,married,basic.6y,unknown,yes,no
56,technician,married,high.school,no,yes,no
28,admin.,single,high.school,no,yes,no
34,admin.,single,high.school,no,yes,no
30,blue-collar,single,high.school,unknown,yes,no
